file_num	elab_line	worker_num	question	target_line	target
604	3	0	Do scientists know why most of life on Earth died?	0	most of the living things on Earth died.
963	43	3	What did an amulet do?	41	jewelry
21	47	3	What do animal abuse and neglect laws do?	46	Illinois has laws
604	3	3	What do scientists think caused the end-Permian extinction?	4	tiny microbes on the bottom of the ocean
604	5	0	What are microbes?	4	microbes
217	10	0	What made this shooting different from the rest?	9	Shootings have been common
358	6	0	Was Franklin talking about all turkeys when he said they were respectable birds?	4	turkey is a ''much more respectable bird
604	5	5	How can we see these tiny microbes?	4	tiny microbes
217	10	5	Do a lot of victims die during these shootings?	9	Shootings
358	6	5	Are wild turkeys the same as the regular turkey?	5	wild turkeys
604	5	1	What are microbes?	4	microbes
217	10	1	What was different about Chicago shooting?	9	Shootings have been common
358	6	1	Which turkey did Franklin not mean?	5	He meant wild turkeys
737	11	4	What was the result of their efforts?	10	They sent and decoded
857	4	4	What is a playa?	3	Playa
742	5	4	How does this goal differ from that of other colleges?	4	aims to make money
737	11	0	What was accomplished because of the code they developed?	7	they developed a military code
857	4	0	What is a playa?	3	Playa
742	5	0	Do all colleges try to make money like a business?	4	aims to make money
737	11	1	What was the result of their effort in decoding and sending messages?	10	They sent and decoded highly important military messages
857	4	1	What is playa?	3	Playa
742	5	1	How is Rasmussen College's aim different from other colleges?	4	college aims to make money from education
328	8	1	What is the benefit of money spent by people coming to see reefs in South Florida?	7	spend a lot of money
328	13	1	What is the current situation of reefs?	9	reefs have been doing very badly
328	24	1	How can sea temperature be prevented from rising?	23	keep water temperatures from getting too high
328	8	5	What is the positive impact of the money that is being spent during visits.	7	They spend a lot of money on their visits
328	13	5	How do people feel now about reefs dying out completely?	12	reefs might die out completely
328	24	5	How can we keep  water temperatures from getting too high?	23	keep water temperatures from getting too high
328	8	0	What does the money they spend do?	7	They spend a lot of money
328	13	0	Are the reefs still doing badly?	9	reefs have been doing very badly
328	24	0	How do we keep water temperatures from getting too high?	23	we have to keep water temperatures from getting too high
328	25	1	Which human activity burns fuel?	24	burning less fuels
328	27	1	Which industrial activity burns fuel?	24	burning less fuels
328	42	1	What is the significance of snorkelers?	41	don't have snorkelers
328	25	0	What puts carbon dioxide in the air?	28	these things put carbon dioxide in the air
328	27	0	What puts carbon dioxide in the air?	28	these things put carbon dioxide in the air
328	42	0	Why is having fish important?	39	you don't have fish
328	25	5	What is one way to burn less fuel?	24	burning less fuels
328	27	5	What other way can one burn fuel?	26	Heating a house burns fuel
328	42	5	Do you understand the importance of not having snorkelers?	41	''you don't have snorkelers.''
182	45	0	What did he do from 2008 to 2012?	44	from 2008 to 2012
534	54	0	Why do the scientist want to know how a grid of neurons share information?	53	they share information
808	6	0	What kind of trade sanctions are being considered by Russia?	5	put ''trade sanctions'' in place
182	45	1	What did Keith's department do?	44	He worked for the U.S. government
534	54	1	What do scientists hope to achieve after watching the information from neurons?	53	they watched
808	6	1	Which countries is Russia putting sanctions on?	5	trade sanctions
182	45	5	What work did Keith do for the U.S. government from 2008 to 2012?	44	He worked for the U.S. government from 2008 to 2012
534	54	5	Why did scientists watch how neurons share information?	53	share information
808	6	5	Which nations will be affected by the trade sanctions?	5	trade sanctions
808	21	5	Which group was suspected to have shot down the Malaysian Airline flight?	19	Malaysian Airlines flight
808	29	5	How much poultry is now shipped from the U.S. to Russia?	28	all poultry shipped from the U.S. went to Russia
1166	5	5	If females are 26 feet long, how long can the males grow?	6	Females can be as long as 26 feet
808	21	1	Who fired the missile on Malaysian Airlines flight?	20	Russian missile
808	29	1	What is the current poultry export from U.S. to Russia?	28	poultry shipped from the U.S. went to Russia
1166	5	1	What is the length of male Orcas?	4	very large
808	21	3	Who fired the missile that hit a Malaysian airplane in Ukraine?	20	Russian missile
808	29	3	Is the U.S. sending more or less poultry to Russia than in the past?	28	in 2008, one-fifth of all poultry shipped from the U.S. went to Russia.
1166	5	3	How big are male orcas?	4	very large.
1166	37	1	How justified were the worries?	36	worries
634	14	1	How does bill become law?	13	bill is sort of a test-run for a new law
738	32	1	How did the wounds impact Reagan?	31	wounded
1166	37	0	Does the goverlnment have a reason to not be sure about setting the orcas free?	34	The government is still not sure
634	14	0	When does a bill become a law?	13	bill is sort of a test-run
738	32	0	Were his wounds serious?	31	He was wounded
1166	37	3	Are the concerns about releasing captive whales valid?	34	not sure if releasing captive whales is a good idea
634	14	3	How does a bill become a law?	13	test-run
738	32	3	Why were President Reagan's wounds very serious?	30	Reagan was shot
594	9	1	What does rivet hammer do?	8	rivet hammer
801	25	1	What did he conclude from pottery?	24	pottery convinced him
293	4	1	What was the effect of such shape?	3	shaped like a long, thick, silver ribbons
594	9	5	What does a rivet hammer do?	8	rivet hammer
801	25	5	What was Haggis' conclusion when he discovered some Azorian pttery?	23	Azorian pottery
293	4	5	What impact did their long, thick, silver ribbon shape have?	3	like a long, thick, silver ribbons
594	9	3	What do rivets do?	8	rivet hammer
801	25	3	What was important to study?	23	Azorian pottery
293	4	3	What do oarfish seem like?	3	shaped like a long, thick, silver ribbons
293	44	5	What is Hastings role at the University of California?	43	Hastings is a professor at the University of California
127	2	5	Who is the head of the Catholic Church?	0	head of the Catholic Church
127	17	5	What made people think less of the pope as a religious leader?	16	pope is a religious leader
293	44	1	What is the responsibility of professor Hastings?	43	Hastings is a professor
127	2	1	Who is the head of Catholic Church?	0	head of the Catholic Church
127	17	1	What kind of message was this?	15	Situations can change, people can change.
293	44	0	What does Hastings do at the University of California?	43	Hastings is a professor
127	2	0	Who is the head of the Catholic Church?	0	The head of the Catholic Church
127	17	0	What did the talk about?	12	The pope spoke
202	24	1	What is the result of airport's efforts in keeping birds away?	21	keep birds away
202	26	1	How does Osmek control birds?	25	traps and moves many birds
732	1	1	How were Lewis and Clark special as explorers?	0	Lewis and Clark
202	24	5	What is the result of keeping birds away from the airport?	21	keep birds away
202	26	5	What does Osmek do to the trapped birds?	25	Osmek
732	1	5	Who were the explorers?	0	explorers
202	24	0	What was the result of hiring the biologist?	19	airport to hire a wildlife biologist
202	26	0	What happens to the trapped birds?	25	traps
732	1	0	What is special about Louis and Clark?	0	tribes greeted Lewis and Clark
732	14	0	Why is recognition important for tribes?	13	Recognition is important for tribes
732	15	0	Why is recognition important for tribes?	13	Recognition is important for tribes
732	22	0	Why is this not easy for some tribes?	21	not easy for some tribes
732	14	4	Why is recognition important for tribes?	13	Recognition is important
732	15	4	Are there any other benefits available?	14	educate their children
732	22	4	Why do some tribes have difficulty with this?	21	not easy for some
732	14	1	What is the benefit of recognition for tribes?	13	Recognition is important for tribes
732	15	1	How can recognition improve health of tribe members?	13	Recognition is important for tribes
732	22	1	Why is giving proof of their history difficult for some tribes?	21	not easy for some tribes
80	15	5	What else can be done with Google's ''person finder'' app?	14	Google has set up a ''person finder'' app
435	34	5	What do the manufacturers of solar tags say about its overall success?	31	The overall success of solar tags is not yet know
435	38	5	Where does the person who explained that sharks never hang out the surface of the ocean works?	39	He explained that most sharks don't hang out near the surface of the ocean
80	15	0	Does the Google app do anything else?	14	Google has set up a ''person finder'' app
435	34	0	How successful are the tags so far?	31	overall success of solar tags
435	38	0	Who buys solar tags?	34	more and more people are buying them
80	15	4	Is the Google app useful for anything else?	14	track down
435	34	4	What are the early indications of possible success?	31	not yet know
435	38	4	Could you name a specific scientist benefiting from the information?	37	scientists
441	3	0	Why don't doctors want food stamps cut?	0	Don't cut food stamps
441	6	0	How do poor people pay for doctor visits?	5	more visits to doctors' offices
441	39	0	How certain are the publishers of the study about the link they found?	35	helps show that link
441	3	5	What is the repercussion of cutting food stamps?	0	Don't cut food stamps
441	6	5	Who will bear the financial cost of more visits to hospitals?	5	more visits to doctors' offices or hospitals
441	39	5	Is there any obscurity about the reason for trips going up?	38	Trips to the hospital go up
441	3	1	What would be the consequence of cutting food stamps?	0	cut food stamps
441	6	1	Who would pay for hospital visits of poor people?	5	more visits to doctors' offices or hospitals
441	39	1	What does increase in hospital trips at the end of month signify?	38	Trips to the hospital go up
826	9	1	What kind of conditions are scientists measuring?	8	measuring conditions
219	18	1	What did the medicine do?	17	began taking medicine
262	5	1	How does health insurance work?	4	health insurance
826	9	0	What kinds of conditions are measured?	8	measuring conditions
219	18	0	What was the medicine for?	17	began taking medicine
262	5	0	Why do people need health care insurance?	4	some kind of health insurance
826	9	5	What sort of conditions are being measured down deep?	8	measuring conditions down deep
219	18	5	What will the medicine that she began taking do to her?	17	she began taking medicine
262	5	5	Is health insurance meant to be free?	4	health insurance
262	31	0	Why does the government collect Social Security taxes?	30	Social Security taxes are collected
995	24	0	Why might big tech companies be able to change ideas about gays?	21	change ideas about gays.
995	36	0	What can being open minded about new ways of thinking lead to?	33	always been open to new ideas
262	31	5	What are Social Security taxes used for?	30	Social Security taxes
995	24	5	Why is it possible for people to listen to tech companies?	20	people may listen to tech companies
995	36	5	What can one deduce from Tech companies being open to new ideas?	33	Tech companies have always been open to new ideas
262	31	1	Where does Social Security tax money go?	30	Social Security taxes are collected
995	24	1	How popular are tech products elsewhere?	19	In both countries, tech products are quite popular
995	36	1	What is the physhological effect of think about technology in new ways?	35	think about technology in new ways
142	33	5	What are the disadvantages of using testosterone and human growth hormone?	31	using testosterone and human growth hormone
736	2	5	What type of Coyotes will be let loose in hurricanes?	0	bunch of Coyotes will be let loose in hurricanes
736	11	5	What is the reaction to the launching of tiny places into hurricanes?	6	tiny planes
142	33	1	How can hormones affect athletes?	31	testosterone and human growth hormone
736	2	1	What kind of coyotes are these?	0	Coyotes
736	11	1	What is the feeling of about these planes?	6	tiny planes will be launched into the eye
142	33	0	What happens to someone taking testosterone and human growth hormone.	31	using testosterone and human growth hormone
736	2	0	Wouldn't it be animal cruelty to throw coyotes out into a hurricane?	0	Coyotes will be let loose in hurricanes
736	11	0	How do NOAA employees feel about the coyotes?	12	He works for the National Oceanic and Atmospheric Administration (NOAA)
736	25	1	What is an eye wall?	24	eye wall
471	28	1	What are annual plants?	27	annuals
829	6	1	What is Ferguson?	7	Ferguson argument
736	25	5	How can the eye wall of a hurricane be described?	24	eye wall
471	28	5	What type of plants are called annuals?	27	annuals
829	6	5	Where is Ferguson located?	7	Ferguson
736	25	0	Where is the eye wall of the hurrican located?	24	eye wall
471	28	0	What are annuals?	27	thousands of annuals
829	6	0	Where did this over militarized police response happen?	5	police response has raised a question:
829	7	1	What was the stance of politicians on the issue?	5	police response has raised a question
829	20	1	What is the issue in equipment giveaway program now?	18	equipment giveaway program
677	42	1	Why are sunglasses recommended inside tower?	41	sunglasses be worn inside the tower
829	7	3	About what do the politicians in Ferguson agree?	5	Are police departments getting too much military-style equipment from the U.S. government?
829	20	3	What has changed?	23	Congress needs to decide if the equipment the police departments receive is being used the right way
677	42	3	From what do workers' eyes need to be protected?	41	It recommends that sunglasses be worn inside the tower.
829	7	0	Who thinks the police look too much like soldiers?	8	They say the police appear too much like soldiers
829	20	0	Is the program still the same?	18	government is taking a hard look at continuing the equipment giveaway program
677	42	0	What did the memo say?	41	odd company memo
716	13	1	What was the benefit of passes?	12	passes were for people
716	19	1	What would be the benefit of bigger parks?	18	Disney should make the parks bigger
374	32	1	What restrictions did apartheid laws put on livelihood of certain people?	29	apartheid laws
716	13	0	What was special about the one-year passes?	11	one-year passes
716	19	0	Why do some people want Disney to make their park bigger?	18	make the parks bigger
374	32	0	What was one of the apartheid laws?	29	apartheid laws
716	13	5	Why was Disney selling one-year passes for its neighbors?	11	one-year passes
716	19	5	Why do people want bigger parks for Disney?	18	Some people think Disney should make the parks bigger
374	32	5	What things did the apartheid law prohibit?	29	apartheid laws
907	1	4	How did the farmers learn their craft?	0	were farmers
907	40	4	What is holding these future programs back?	39	Future programs
907	1	1	What did government do to help farmers?	0	farmers
907	40	1	What does the extension currently need?	36	extensions started a program
907	1	3	Why did the government create programs to teach about farming and animals?	0	three out of every 10 Americans were farmers.
907	40	3	Why does the Delaware extension need more money?	39	Future programs
823	14	1	What was the purpose of doctors?	12	doctors look at Brown's body
823	21	1	What does tear gas do?	20	tear gas
568	4	1	How many teams participate in the basketball tournament?	3	basketball tournament
823	14	5	Why were the doctors ordered to look at Brown's body?	12	Eric Holder ordered that doctors look at Brown's body
823	21	5	What is tear gas?	20	tear gas
568	4	5	How many teams will participate at the NCAA March Madness men's basketball tournament?	3	NCAA March Madness men's basketball tournament
896	33	0	How does the project help kids lose weight?	31	project helps kids lose weight.
996	30	0	What is helping to make basketball more popular?	27	basketball is becoming more popular
373	14	0	Why do most workers suffer?	13	workers are suffering
896	33	5	What is one of the goals of the ''Let's Move'' project?	30	''Let's Move'' project
996	30	5	What is an advantage of basketball to women in Saudi Arabia?	27	basketball
373	14	5	Why are fast-food workers suffering?	13	Fast-food workers are suffering
373	16	3	What do the rules governing companies you for businesses?	15	government wrote the rules of how companies can work
373	22	3	What do some people consider to be a consequence of government reforms?	17	rules do not pay attention to the workers
897	4	3	How were Encyclopaedias sold in the past?	0	Encyclopaedia Britannica
373	16	5	Why did the government write the rules of how companies can work?	15	The government wrote the rules of how companies can work
373	22	5	How did these reforms make the country less stable financially?	25	These reforms made our country less stable financially
897	4	5	How did people who  were willing to buy the Encyclopaedia Britannica get them?	6	many people were willing to buy them
897	5	4	What would the salesmen tell the people who opened the door?	4	knock on doors
897	6	4	How did the set's size affect the cost?	5	set could include 32 books
897	36	4	What happens when articles are not checked?	35	articles are not always checked
897	5	5	A set of Encyclopaedia Britannica contains how many books?	4	Encyclopaedia Britannica
897	6	5	How expensive is a set?	5	A set
897	36	5	What is the consequence of not having Wikipedia articles checked by experts?	35	Wikipedia articles
649	5	1	How valuable are Warhol's pictures?	4	Warhol's pictures
649	12	1	Who discovered the new thing related to Warhol?	8	something that's new
649	56	1	What is the significance of Warhol using popular products in his work?	55	used popular pictures or products
649	5	5	What will be the worth of Warhol's pictures as soon as it gets into a modern computer?	4	The students discovered how to get Warhol's pictures from the old disks into a modern computer
649	12	5	What role did Andy Warhol Museum, Carnegie Mellon University and the Carnegie Museum of Art play concerning Warhol pictures?	13	Andy Warhol Museum, Carnegie Mellon University and the Carnegie Museum of Art
649	56	5	Why can't the Warhol pictures be used without permission?	57	they can't be used without permission
339	31	3	Whose help did the scuba diver seek?	30	Hofmann
674	6	3	How long does trekking take?	5	Trekking
674	22	3	Who is Dicky?	17	Chettri sisters
339	31	6	What was a result of being told about the urchins?	30	Steele told Hofmann about the urchins.
674	6	6	How long can a trek take?	5	Trekking is a long hike.
674	22	6	What is the relation between Dicky and Nicky?	21	Nicky, the youngest sister.
339	31	1	What was reaction of Hofmann?	30	Steele told Hofmann
674	6	1	How long is the hike?	5	long hike
674	22	1	Who is the middle sister?	21	youngest sister
904	4	6	In what capacity did Daniels try to protect the artifacts?	3	supplies to protect important pottery and old books.
904	5	6	What does Daniels do at the University of Pennsylvania?	4	professor at University of Pennsylvania.
904	12	6	What did the Arabs hope to accomplish with their protests?	11	Arab countries began to protest in the streets.
904	4	5	What is Daniels' profession?	0	Daniels
904	5	5	What is Daniels major expertise?	4	Daniels
904	12	5	Why did the people in Arab countries begin to protest in the streets?	11	people in many Arab countries began to protest in the streets
904	23	1	What was the result of their work?	22	works
904	24	1	What is the significance of cultural heritage?	21	Cultural Heritage Center
899	18	1	What are drones?	17	drones
904	23	0	Who wrote the report?	20	said a new report
904	24	0	What is cultural heritage?	21	Cultural Heritage Center
899	18	0	What are drones?	17	used drones
129	39	6	What is a concern of giant dinosaurs living in close proximity.	38	How could two giant plant-eating dinosaurs live together
129	47	6	What helps if your teeth get worn down quickly?	46	guess what helps?
570	15	6	Besides the human toll, what is another result of the tsunami?	13	tsunami
129	39	0	What was one of D'Emic's questions.	37	had questions
129	47	0	What would help an animal whose teeth were worn down quickly?	46	if your teeth get worn down quickly,
570	15	0	What happened because of the tsunami?	12	a huge tsunami that flooded coastal areas
570	16	6	What was the result of radiation spreading in the area?	15	damaged a nuclear power plant.
603	11	6	Are the bacteria big enough to see with the naked eye?	10	Millions can fit on a pencil eraser
603	21	6	Why should you not eat food that you have dropped?	20	scientists also tested food from the floor.
570	16	5	What happened as a result of the damage to the nuclear power plant?	15	damaged a nuclear power plant
603	11	5	What does one need to see these tiny bacteria?	9	Bacteria are tiny
603	21	5	What did the other scientists say after testing food from the floor?	20	Other scientists also tested food from the floor
816	9	3	What have ISIL fighters done in Iraq and Syria?	8	ISIL has taken over
816	10	3	What must people do under ISIL's rule?	8	ISIL has taken over
816	16	3	What do the Yazidis living in Lincoln, Nebraska represent?	15	Hundreds of Yazidis live in Lincoln, Nebraska
816	9	6	What has ISIL decided to do with the land they took over?	8	huge chunks of land in Iraq and the nearby country of Syria.
816	10	6	What is expected from the people now that ISIl took over the region?	9	declared the land to be their own country and made Islam the religion.
816	16	6	What is interesting about Lincoln Nebraska in regards to the Yazidis?	15	Lincoln, Nebraska.
242	13	5	Which organization does the International Court of Justice represent legally?	12	International Court of Justice
242	19	5	How were historic wrongs righted?	18	historic wrong that has to be righted
541	14	5	Why are passports necessary?	13	Passports
242	13	1	What is International Court of Justice?	12	International Court of Justice
242	19	1	What are the precedents related to historic wrong being righted?	18	historic wrong that has to be righted
541	14	1	What is the use of passports for people?	13	Passports
541	48	6	What is Interpol?	47	Interpol.
793	25	6	What are they going to do with the cows when they get them where they want them?	24	herd the cows,
795	25	6	Why did the Gazan's move around?	24	left shelters.
541	48	5	What is Interpol?	47	Interpol
793	25	5	What happens to the cows when they get where they need to go?	24	where they need to go
795	25	5	What did some Gazans do after leaving the shelters?	24	Gazans left shelters
795	39	5	How can the blockade in Hamas be described?	42	the blockade would reward Hamas
236	29	5	Who pointed out the difficulty in convincing athletes that it's okay to have a mental illness?	30	very difficult to convince athletes that it's okay to have a mental illness
94	12	5	Why does he prefer to go to school somewhere near New York City?	11	He wanted to go to school somewhere near New York City
795	39	4	What is the formal term for such restrictions?	38	a hard time leaving or doing business.
236	29	4	How have experts weighed in on this goal?	28	wants to make them less ashamed
94	12	4	Why is New York City a relevant location?	11	New York City
94	25	1	What did Gray do when he realized his mother couldn't help him?	24	mother couldn't help him
885	9	1	What is the nature of Communist governments?	8	Communist government
885	12	1	What might a Chinese student learn as he takes SAT?	11	Chinese student taking the new SAT
94	25	0	What did Gray do when he realized it wasn't enough?	22	still wasn't enough.
885	9	0	What does it mean when a government is Communist?	8	Communist government.
885	12	0	What is China worried will happen because of this change?	7	worried about this change
885	13	5	What might happen if a student reads something written by Thomas Jefferson?	12	he reads something written by Thomas Jefferson
885	16	5	How do the Chinese view American ideas?	15	American ideas
259	41	5	What is an example of a problem schools in poorer countries face?	42	poorer countries
885	13	6	Who talked about how important freedom is that students could agree with that could cause problems for them?	12	Thomas Jefferson.
885	16	6	What are some types of ideas on the SAT that aren't common in China.	15	American ideas.
259	41	6	What's a problem with artificial intelligence problems in poorer countries?	40	artificial intelligence deals with things like robots.
818	32	5	What other activities is Panama doing beside expanding the canal?	31	Panama is expanding the canal
1116	11	5	What is Alexa's father's name?	10	Alexa's father
1116	32	5	What do Mexicans do when they move to the United States?	30	they moved to the United States
818	32	0	What else has to happen if the canal is expanded?	31	expanding the canal
1116	11	0	Who is happy?	10	Alexa's father happy
1116	32	0	What has happened to children since their families moved to the United States?	30	they moved to the United States
411	0	5	What often happens to the people passing illegally through towns in Arizona?	2	they pass through towns in Arizona
411	2	5	How do people come into the U.S. from Mexico?	0	trying to come into the U.S. from Mexico
786	9	5	What else do cows do aside taking land and water?	8	Cows also didn't just take land and water
411	0	1	What happens to such people?	1	hungry and thirsty
411	2	1	Where do they go after crossing the border?	1	crossing the border
786	9	1	What kind of gases do cows excrete?	8	Cows
786	18	3	What else should the study change?	17	the study
23	42	3	What did Christie do after biting the donut?	40	the donut
337	18	3	What are positrons part of?	16	Positrons
786	18	6	What is something else the study should change?	17	change people's choices at the grocery store.
23	42	6	What else did he do with regards to the donut?	41	took a bite.
337	18	6	What is the category that positrons are in?	17	not found in normal matter.
786	18	1	What could be the effect of study on laws?	17	study
23	42	1	What did he do after taking bite?	41	took a bite
337	18	1	Where are positrons found?	17	not found in normal matter
735	6	0	How long where these books on the test syllabus?	5	not on the test's syllabus anymore
445	29	0	What are the two places where the rich are not growing richer than the rest of the people in the country?	28	only two places
140	4	0	Is there anything special about the embassy?	3	representative to a country works.
735	6	6	What country studied these books?	5	Of Mice and Men'' and ''To Kill A Mockingbird''
445	29	6	In what countries were the rich not growing richer than the rest of the people.	28	two places where the rich were not growing richer than the rest of the people
140	4	6	Why are US embassies considered US soil?	3	where the official U.S. representative to a country works
140	27	6	How did the secret court come about?	26	secret court
82	3	6	What happened after the demand for sharing wealth was made?	2	more people share in Brazil's wealth.
82	39	6	How has Brazil become richer lately?	38	has grown richer
140	27	5	When was the secret court established?	26	secret court
82	3	5	How was the situation of things before they turned bad?	4	But they turned bad
82	39	5	What did Brazil to become rich in recent years?	38	Brazil has grown richer
450	0	0	What did some horticulturist do in response to the experts saying something must be done?	2	something must be done
450	7	0	What is something the letter wanted to have happen?	6	The letter calls for:
379	8	0	Who won as a Whig after 157 years?	9	win as a Whig
450	0	5	How many people claimed the study of plants is in trouble?	1	They claimed that their field, the study of plants, is in trouble
450	7	5	What was one thing the letter called for?	6	The letter calls for
379	8	5	Whose election victory brought national attention to the party?	10	His victory brought national attention to the party
252	2	1	Who found out this information?	1	water on Mars
252	10	1	What do scientists intend to find from the mission?	9	what it is like on Mars
252	13	1	Who is most excited about the Curiosity mission?	12	Curiosity
252	2	3	Who discovered new information about Mars?	4	Curiosity
252	10	3	What do scientists want to know about Mars?	9	what it is like on Mars.
252	13	3	Can you guess what most excites the scientists studying Mars?	12	important information about Mars
252	2	6	How did we find out there is water on Mars?	1	there is water on Mars.
252	10	6	What is something scientists want to figure out about Mars?	9	what it is like on Mars.
252	13	6	What are scientists interested in?	12	important information about Mars.
753	40	0	Why don't more women start businesses in poor countries?	39	Women starting businesses can help poor countries
413	29	0	What does hypothermia do?	28	Hypothermia is a dangerous medical condition.
638	19	0	Is there anything special about the Earth-size, Earth-like planet ?	20	not just Earth-size, it is truly Earth-like
753	40	5	Do women starting businesses have a smooth ride?	39	Women starting businesses
413	29	5	When does hypothermia happen?	28	Hypothermia
638	19	5	What is unique about the historic discovery?	16	historic discovery
1128	44	5	What did the expert on restorative justice, Howard Zehr, say about students?	43	Howard Zehr is an expert on restorative justice
844	22	5	What types of feelings can a face in a photo expected to have?	21	feelings the faces had in each photo
844	42	5	At what level did the students start before having scores that stayed the same?	39	the students' scores stayed the same
1128	44	0	Do kids that don't get  suspension learn  they have done wrong?	41	Are the students who are not suspended learning
844	22	0	What kind of feeling did the faces in the photos show?	21	the feelings the faces had
844	42	0	What was the change the kids showed  over time?	41	the change the kids showed
548	3	5	Which people are regarded as mushers?	4	mushers
548	41	5	What is diphtheria?	40	diphtheria
548	45	5	What did the serum that was delivered to Nome do?	44	They delivered the serum to Nome
548	3	1	What are the drivers called?	0	drivers
548	41	1	What is diphtheria?	40	diphtheria
548	45	1	What was the effect of serum?	44	serum
548	3	3	What are the does dog race drivers called?	2	Iditarod Trail Sled Dog Race
548	41	3	What is diptheria?	40	the serum to cure diphtheria
548	45	3	What did the serum do?	40	the serum to cure diphtheria
817	6	3	What has happened to some athletes as a consequence of their social media posts?	5	players are being punished
817	13	3	What might happen to a player who gets hurt?	12	injuries
817	17	3	What happens to some players?	16	big decisions
817	6	5	What is an example of a punishment meted out to players?	5	Some players are being punished
817	13	5	Why are players asked not to write about injuries?	12	injuries
817	17	5	Why is promising to play for a college on Twitter a bad idea?	15	Promising to play for a college on Twitter is also a bad idea
817	36	5	Why did the coach decide not to take on a high school player this year?	35	he decided not to take on a high school player this year
817	44	5	What else does the coach look at with high school players aside Social media?	43	Social media are now a part of what he looks at with high school players
426	34	5	Who pointed out the study that showed that too many public school students in Texas were being severely punished?	35	study showed that too many public school students in Texas were being severely punished
817	36	4	Why was the high school player not taken on?	35	decided not to take on a high school player
817	44	4	How important is social media to his review process?	43	Social media are now a part of what he looks at
426	34	4	Does she have any additional evidence?	30	A new government study
679	28	0	Why Goliath's wheels going to ride on grout filled metal?	27	ride on a metal covering that is also filled with grout
32	15	0	Where in the Middle East is Syria?	14	Syria is in the Middle East.
86	4	0	Was the win by the gay rights supporters complete?	0	supporters won big
679	28	5	Why is the Goliath's wheels' metal covering filled with grout?	27	metal covering that is also filled with grout
32	15	5	Which country does Syria share a border with?	14	Syria
86	4	5	Where the demands of gay marriage supporters fully met by the U.S. Supreme Court?	0	Gay marriage supporters
263	9	1	Why are the chemical weapons feared?	8	weapons
263	14	1	What does the ban on chemical weapons show about Syrian President Bashar Assad?	13	Syrian President Bashar Assad
263	18	1	How popular is OPCW?	15	OPCW
263	9	3	Why are chemical weapons feared?	4	Chemical Weapons
263	14	3	How is Syrian President Assad setting an example?	16	outlaw chemical weapons
263	18	3	What happened to the OPCW this year?	21	Syria is joining the OPCW
263	9	0	What might more people not be aware of about poison gases?	7	more people aware of poison gases
263	14	0	In what way does this help Syrian President Bashar Assad?	13	it would help the Syrian President
263	18	0	What was a result of the United Nations calling on the OPCW ?	20	United Nations asked the OPCW
124	12	1	What hardships do such people face who don't have permission?	11	came to the U.S. without permission
873	7	1	What is the mission of ISIL?	6	taken over parts of Iraq and Syria
873	41	1	How will U.S. take out ISIL?	40	take out ISIL
124	12	5	What will happen to the people who came to the U.S. without permission?	11	came to the U.S. without permission
873	7	5	What does the Islamic State of Iraq and the Levant (ISIL) aim to achieve?	2	Islamic State of Iraq and the Levant (ISIL)
873	41	5	From what position will the U.S. carry out the airstrikes in Iraq and Syria?	39	the airstrikes in Iraq and Syria
719	15	1	Why does first lady like to work directly with food companies?	14	work with the food companies
719	18	1	What result has she achieved with food companies?	14	work with the food companies
719	19	1	What is her purpose of working with food companies?	14	work with the food companies
719	15	4	Why has working with the food companies been her focus?	14	mostly tried to work with the food companies
719	18	4	How does she formalize her partnerships?	17	partnerships
719	19	4	What does she want the companies to promise?	18	make promises
719	15	0	Why has she mostly worked with food companies?	14	work with the food companies.
719	18	0	What kind of partnerships does she try to find?	17	searched for partnerships.
719	19	0	What kinds of promises does she get food companies to make?	18	gets food companies to make promises
891	6	1	What is United Kingdom?	5	United Kingdom
891	12	1	What did Alex Salmond do towards his goal?	11	goal
683	14	1	What is David Shiffman's opinion on videos of shark catching?	13	videos of such catches
891	6	6	What is the United Kingdom comprised of?	5	breaking away from the United Kingdom.
891	12	6	What has he done to make Scotland independent?	11	Independence for Scotland
683	14	6	What does David Shiffman think about videos of catching sharks?	13	doesn't like videos of such catches
891	6	3	How many countries belong to the United Kingdom?	5	the United Kingdom
891	12	3	What did the First Minister of Scotland really want?	11	Independence for Scotland
683	14	3	Why doesn't Shiffman like videos about fishers catching sharks?	13	David Shiffman, who studies ocean science
28	3	5	What is a gauge?	2	gauges
28	4	5	How does the gauge take measurements?	3	A gauge is a kind of measuring stick
895	4	5	How important are wetlands to the migrating birds?	2	wetlands
28	3	1	What are river gauges?	2	river gauges
28	4	1	Where is gauge placed?	3	gauge
895	4	1	What would happen without wetlands?	2	wetlands
895	19	3	What has happened to the water in California?	20	Wetlands have dried up
895	35	3	How was Montna Farms selected to be a wetland?	32	temporary wetlands
895	42	3	What might happen to the birds if they didn't have access to the temporary wetlands	41	Without these temporary wetlands, birds would be in even more trouble
895	19	1	What is the issue with California this year?	17	bad for birds in California this year
895	35	1	Which area was picked after collecting this information?	34	information is used to put wetlands
895	42	1	What would be the trouble for birds?	41	birds would be in even more trouble
545	11	3	How else did the scientists monitor the study participants?	8	pleasure in music
240	9	3	Why do people need passports?	8	stop giving out some passports
319	26	3	What is the purpose of a ''control group'' when conducting an experiment?	25	a control
545	11	5	What other clues beside changes in heart rate did the scientists look out for?	10	changes in heart rate.
240	9	5	What is the importance of passports?	8	passports
